,Spital/Institution,Kanton,Kanton LV,Adr,Ort,Basispaket,Dermatologie,Hals-Nasen-Ohren,Neurochirurgie,Neurologie,Ophthalmologie,Endokrinologie,Gastroenterologie,Viszeralchirurgie,Hämatologie,Gefässe,Herz,Nephrologie,Urologie,Pneumologie,Thoraxchirurgie,Transplantationen,Bewegungsapparat chirurgisch,Rheumatologie,Gynäkologie,Geburtshilfe,Neugeborene,(Radio-) Onkologie,Unfallchirurgie,Übrige (Querschnittsbereiche),BP,BPE,DER1,DER1.1,DER1.2,DER2,HNO1,HNO1.1,HNO1.1.1,HNO1.2,HNO1.2.1,HNO1.3,HNO1.3.1,HNO1.3.2,HNO2,KIE1,NCH1,NCH1.1,NCH1.1.1,NCH1.1.1.1,NCH1.1.2,NCH1.1.3,NCH2,NCH2.1,NCH3,NEU1,NEU2,NEU2.1,NEU3,NEU3.1,NEU4,NEU4.1,NEU4.2,AUG1,AUG1.1,AUG1.2,AUG1.3,AUG1.4,AUG1.5,END1,GAE1,GAE1.1,VIS1,VIS1.1,VIS1.2,VIS1.3,VIS1.4,VIS1.4.1,VIS1.5,HAE1,HAE1.1,HAE2,HAE3,HAE4,HAE5,GEF1,ANG1,GEF2,ANG2,GEFA,GEF3,ANG3,GEF4,ANG4,RAD1,RAD2,HER1,HER1.1,HER1.1.1,HER1.1.2,HER1.1.3,HER1.1.4,HER1.1.5,HER1.1.6,KAR1,KAR1.1,KAR1.1.1,KAR1.2,KAR1.3,KAR2,KAR3,KAR3.1,KAR3.1.1,NEP1,URO1,URO1.1,URO1.1.1,URO1.1.2,URO1.1.3,URO1.1.4,URO1.1.5,URO1.1.6,URO1.1.7,URO1.1.8,PNE1,PNE1.1,PNE1.2,PNE1.3,PNE2,THO1,THO1.1,THO1.2,TPL1,TPL2,TPL3,TPL4,TPL5,TPL6,TPL7,BEW1,BEW2,BEW3,BEW4,BEW5,BEW6,BEW7,BEW7.1,BEW7.1.1,BEW7.2,BEW7.2.1,BEW7.3,BEW8,BEW8.1,BEW8.1.1,BEW9,BEW10,BEW11,RHE1,RHE2,GYN1,GYN1.1,GYN1.2,GYN1.3,GYN1.4,GYNT,GYN2,PLC1,GEBH,GEBS,GEB1,GEB1.1,GEB1.1.1,NEOG,NEO1,NEO1.1,NEO1.1.1,NEO1.1.1.1,ONK1,RAO1,NUK1,UNF1,UNF1.1,UNF2,ISO,BES,KINM,KINC,KINB,KAA,KAB,KAC,KAD,GER,AVA,PAL,Erfüllte Leistungsangebote,Beschränkte/Befristete Leistungsangebote
219,Kinderspital Zürich,ZH,SG,Steinwiesstrasse 75,8032 Zürich,,,1.0,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,"['HNO1.1', 'HAE4', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'PNE1.1', 'TPL6', 'TPL7', 'ONK1']","['Hals-Nasen-Ohren', 'Hämatologie', 'Herz', 'Pneumologie', 'Transplantationen', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'KINM', 'KINC']"
220,Klinik Hirslanden AG,ZH,SG,Witellikerstrasse 40,8008 Zürich,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3']","['Neurologie', 'Viszeralchirurgie']"
221,Schweizerisches Epilepsie­Zentrum,ZH,SG,Bleulerstrasse 60,8008 Zürich,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['NEU4', 'NEU4.1']",['Neurologie']
222,Insel Gruppe AG (universitär),BE,SG,Freiburgstrasse 18,3010 Bern,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,"['HNO1.3.2', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'TPL1', 'TPL5', 'TPL6', 'UNF1.1', 'BES']","['Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Transplantationen', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)']"
223,Kantonsspital Graubünden,GR,SG,Loestrasse 170,7000 Chur,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,1.0,,,,,,,,,"['VIS1.1', 'VIS1.2', 'UNF1.1']","['Viszeralchirurgie', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)', 'GEB1', 'GEB1.1', 'GEB1.1.1', 'NEO1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'KINM', 'KINC']"
224,Les Hôpitaux Universitaires de Genève HUG,GE,SG,Rue Gabrielle­Perret­Gentil 4,1205 Genève,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,"['HNO1.3.2', 'NEU3.1', 'VIS1.1', 'VIS1.2', 'TPL4', 'TPL5', 'TPL6', 'UNF1.1', 'ISO']","['Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Transplantationen', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)']"
226,Spitäler Schaffhausen,SH,SH,Geissbergstrasse 81,8208 Schaffhausen,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,2.0,2.0,,2.0,,2.0,,,2.0,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,,,,,2.0,2.0,,,,2.0,2.0,,,2.0,2.0,,,2.0,,2.0,2.0,,,,,2.0,,2.0,,,,,2.0,,2.0,"['Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'Rheumatologie', 'BP', 'DER1', 'DER1.1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO1.3', 'HNO2', 'NEU1', 'NEU2', 'NEU3', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.4', 'HAE1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'GEFA', 'GEF3', 'RAD1', 'KAR1', 'KAR1.1', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.8', 'PNE1', 'PNE1.1', 'THO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'RHE1', 'RHE2', 'GYN1', 'GYNT', 'GYN2', 'GEB1', 'GEB1.1', 'NEO1', 'NEO1.1', 'ONK1', 'NUK1', 'UNF1', 'KINM', 'KINB', 'GER', 'PAL']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)']"
227,SMN - Privatklinik Belair,SH,SH,Rietstrasse 30,8200 Schaffhausen,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Rheumatologie', 'BPE', 'AUG1', 'AUG1.3', 'AUG1.4', 'URO1', 'URO1.1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'BEW8', 'RHE1', 'RHE2', 'GYN1', 'GYN2']","['Basispaket', 'Ophthalmologie', 'Urologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie']"
228,Universitätsspital Zürich,ZH,SH,Rämistrasse 100,8091 Zürich,,1.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,2.0,,,,2.0,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,,,,,2.0,2.0,2.0,,2.0,,,2.0,,,2.0,2.0,,,,,,,,,,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,2.0,,,,2.0,2.0,,,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,,,,2.0,,,,,,,,,"['Neurochirurgie', 'Neurologie', 'Transplantationen', 'Unfallchirurgie', 'DER1.2', 'HNO1.1.1', 'HNO1.2.1', 'HNO1.3.1', 'HNO1.3.2', 'KIE1', 'NCH1', 'NCH1.1', 'NCH1.1.1', 'NCH1.1.1.1', 'NCH1.1.2', 'NCH1.1.3', 'NCH2', 'NCH2.1', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU3.1', 'NEU4', 'NEU4.1', 'NEU4.2', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.5', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.4.1', 'HAE1.1', 'HAE4', 'HAE5', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'URO1.1.7', 'URO1.1.8', 'PNE1.1', 'PNE1.2', 'PNE1.3', 'PNE2', 'TPL1', 'TPL2', 'TPL3', 'TPL4', 'TPL5', 'TPL6', 'TPL7', 'BEW8.1', 'BEW10', 'BEW11', 'PLC1', 'GEB1.1', 'GEB1.1.1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'RAO1', 'UNF1', 'UNF1.1', 'UNF2', 'KINC']","['Dermatologie', 'Hals-Nasen-Ohren', 'Ophthalmologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'THO1.1', 'THO1.2']"
229,Kantonsspital Winterthur,ZH,SH,Brauerstrasse 15,8400 Winterthur,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,,,,,,2.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,2.0,2.0,,,2.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,2.0,2.0,,2.0,2.0,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,2.0,,2.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,,,,,2.0,,2.0,"['Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Nephrologie', 'Rheumatologie', '(Radio-) Onkologie', 'BP', 'DER1', 'DER1.1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.3', 'KIE1', 'NCH1', 'NCH2', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.5', 'HAE1', 'HAE2', 'HAE3', 'GEF1', 'ANG1', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.7', 'URO1.1.8', 'PNE1', 'PNE1.1', 'PNE1.3', 'THO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW8', 'BEW8.1', 'BEW11', 'RHE1', 'RHE2', 'GYN1', 'GEB1', 'GEB1.1', 'GEB1.1.1', 'NEO1', 'NEO1.1', 'NEO1.1.1', 'ONK1', 'RAO1', 'NUK1', 'UNF1', 'UNF1.1', 'KINM', 'KINC', 'KINB', 'GER', 'PAL']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurochirurgie', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', 'Unfallchirurgie', 'Übrige (Querschnittsbereiche)', 'HNO2', 'GEFA', 'GEF3', 'ANG3', 'URO1.1.1', 'THO1.1', 'THO1.2', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'GYNT', 'GYN2']"
230,Stadtspital Triemli,ZH,SH,Birmensdorferstrasse 497,8063 Zürich,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['VIS1.1', 'VIS1.2', 'VIS1.3', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3']","['Viszeralchirurgie', 'Herz', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5']"
231,Spital Bülach AG,ZH,SH,Spitalstrasse 24,8180 Bülach,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,2.0,,,2.0,2.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,1.0,2.0,,2.0,2.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,2.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,2.0,,,,,1.0,1.0,,,,2.0,2.0,,,2.0,2.0,,,2.0,,,,,,,,,,2.0,,,,,2.0,,2.0,"['Endokrinologie', 'Gastroenterologie', 'BP', 'DER1', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.2', 'NEU1', 'NEU2', 'NEU3', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'HAE1', 'HAE2', 'HAE3', 'ANG1', 'RAD1', 'KAR1', 'URO1', 'URO1.1', 'URO1.1.4', 'URO1.1.7', 'URO1.1.8', 'PNE1', 'PNE1.1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'RHE1', 'GYN1', 'GEB1', 'GEB1.1', 'NEO1', 'NEO1.1', 'ONK1', 'KINB', 'GER', 'PAL']","['Basispaket', 'Dermatologie', 'Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Hämatologie', 'Gefässe', 'Herz', 'Urologie', 'Pneumologie', 'Bewegungsapparat chirurgisch', 'Rheumatologie', 'Gynäkologie', 'Geburtshilfe', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'HNO2', 'VIS1.5', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'GYNT', 'GYN2']"
232,Kinderspital Zürich,ZH,SH,Steinwiesstrasse 75,8032 Zürich,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,1.0,,1.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,,2.0,2.0,2.0,,,,,,,2.0,"['Dermatologie', 'Neurochirurgie', 'Ophthalmologie', 'Endokrinologie', 'Gastroenterologie', 'Hämatologie', 'Nephrologie', 'Pneumologie', 'Transplantationen', 'Rheumatologie', 'Unfallchirurgie', 'BP', 'DER1', 'DER1.1', 'DER1.2', 'DER2', 'HNO1', 'HNO1.1', 'HNO1.1.1', 'HNO1.2', 'HNO1.2.1', 'HNO1.3', 'HNO1.3.2', 'KIE1', 'NCH1', 'NCH1.1', 'NCH1.1.1', 'NCH1.1.1.1', 'NCH1.1.2', 'NCH1.1.3', 'NCH2', 'NCH2.1', 'NCH3', 'NEU1', 'NEU2', 'NEU2.1', 'NEU3', 'NEU4', 'NEU4.1', 'NEU4.2', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'END1', 'GAE1', 'GAE1.1', 'VIS1', 'VIS1.1', 'VIS1.2', 'VIS1.3', 'VIS1.5', 'HAE1', 'HAE1.1', 'HAE2', 'HAE3', 'HAE4', 'HAE5', 'GEF1', 'ANG1', 'RAD1', 'KAR1', 'KAR1.1', 'KAR1.1.1', 'KAR1.2', 'KAR1.3', 'NEP1', 'URO1', 'URO1.1', 'URO1.1.2', 'URO1.1.3', 'URO1.1.4', 'URO1.1.7', 'URO1.1.8', 'PNE1', 'PNE1.1', 'PNE1.2', 'PNE1.3', 'PNE2', 'THO1', 'TPL1', 'TPL2', 'TPL3', 'TPL4', 'TPL5', 'TPL6', 'TPL7', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW8', 'BEW8.1', 'BEW9', 'BEW10', 'BEW11', 'RHE1', 'RHE2', 'GYN1', 'NEO1', 'NEO1.1', 'NEO1.1.1', 'NEO1.1.1.1', 'ONK1', 'UNF1', 'UNF1.1', 'UNF2', 'KINM', 'KINC', 'KINB', 'PAL']","['Basispaket', 'Hals-Nasen-Ohren', 'Neurologie', 'Viszeralchirurgie', 'Gefässe', 'Herz', 'Urologie', 'Thoraxchirurgie', 'Bewegungsapparat chirurgisch', 'Gynäkologie', 'Neugeborene', '(Radio-) Onkologie', 'Übrige (Querschnittsbereiche)', 'HNO2', 'GEFA', 'ANG3', 'HER1', 'HER1.1', 'HER1.1.1', 'HER1.1.2', 'HER1.1.3', 'HER1.1.4', 'HER1.1.5', 'THO1.1', 'THO1.2', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'GYNT', 'GYN2']"
233,Universitätsklinik Balgrist,ZH,SH,Forchstrasse 340,8008 Zürich,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['BEW8', 'BEW8.1', 'BEW9', 'BEW10']",['Bewegungsapparat chirurgisch']
235,Pallas Kliniken AG,SO,SO,Louis-Giroud­Strasse 20,4600 Olten,1.0,,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,2.0,,,,,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Ophthalmologie', 'BPE', 'HNO1', 'HNO1.1', 'HNO1.2', 'HNO1.3', 'AUG1', 'AUG1.1', 'AUG1.2', 'AUG1.3', 'AUG1.4', 'AUG1.5', 'URO1', 'BEW1', 'BEW2', 'BEW3', 'GYN1']","['Basispaket', 'Hals-Nasen-Ohren', 'Urologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie']"
236,SMN - Privatklinik Obach,SO,SO,Leopoldstrasse 5,4500 Solothurn,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,2.0,,,,,2.0,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['BPE', 'HNO1', 'HNO1.1', 'HNO1.2', 'KIE1', 'URO1', 'BEW1', 'BEW2', 'BEW3', 'BEW4', 'BEW5', 'BEW6', 'BEW7', 'BEW7.1', 'BEW7.1.1', 'BEW7.2', 'BEW7.2.1', 'BEW7.3', 'GYN1']","['Basispaket', 'Hals-Nasen-Ohren', 'Urologie', 'Bewegungsapparat chirurgisch', 'Gynäkologie']"
